chr	start	end	id	TCGA-BLOOD.all	TCGA-BLOOD.amp	TCGA-BLOOD.del	TCGA-BRCA.all	TCGA-BRCA.amp	TCGA-BRCA.del	TCGA-BRCA.segs	TCGA-PANC.all	TCGA-PANC.amp	TCGA-PANC.del	TCGA-SCCA.all	TCGA-SCCA.amp	TCGA-SCCA.del
chr17	5800000	5849999	50114	2	2	0	2	0	2	30	22	3	19	1	0	1
chr17	5850000	5899999	50115	4	0	4	4	0	4	29	28	2	26	5	2	3
chr17	5900000	5949999	50116	2	0	2	6	0	6	19	40	3	37	0	0	0
chr17	5950000	5999999	50117	4	2	2	31	0	31	102	130	2	128	16	0	16
chr17	6000000	6049999	50118	2	0	2	8	0	8	36	44	3	41	3	1	2
chr17	6050000	6099999	50119	12	0	12	8	3	5	45	83	8	75	13	2	11
chr17	6100000	6149999	50120	25	0	25	100	1	99	350	1096	27	1069	145	2	143
chr17	6150000	6199999	50121	10	10	0	8	0	8	33	57	13	44	5	0	5
chr17	6200000	6249999	50122	2	0	2	3	0	3	34	19	0	19	2	0	2
chr17	6250000	6299999	50123	1	0	1	6	0	6	88	33	10	23	2	0	2
chr17	6300000	6349999	50124	2	0	2	14	1	13	119	147	11	136	10	0	10
chr17	6350000	6399999	50125	2	0	2	0	0	0	4	8	0	8	0	0	0
chr17	6400000	6449999	50126	9	8	1	1	0	1	17	34	13	21	1	0	1
chr17	6450000	6499999	50127	15	0	15	3	0	3	25	26	3	23	1	1	0
chr17	6500000	6549999	50128	12	9	3	6	2	4	41	54	15	39	5	2	3
chr17	6550000	6599999	50129	2	0	2	17	0	17	63	100	0	100	9	0	9
chr17	6600000	6649999	50130	9	8	1	1	0	1	15	27	10	17	0	0	0
chr17	6650000	6699999	50131	8	4	4	3	0	3	15	24	12	12	1	0	1
chr17	6700000	6749999	50132	6	0	6	5	1	4	62	50	10	40	5	2	3
chr17	6750000	6799999	50133	5	0	5	2	0	2	7	22	3	19	2	0	2
chr17	6800000	6849999	50134	5	0	5	1	0	1	15	17	1	16	2	0	2
chr17	6850000	6899999	50135	2	0	2	9	7	2	61	30	9	21	1	0	1
chr17	6900000	6949999	50136	13	11	2	0	0	0	21	26	15	11	0	0	0
chr17	6950000	6999999	50137	1	1	0	0	0	0	20	8	3	5	1	0	1
chr17	7000000	7049999	50138	0	0	0	3	1	2	14	15	4	11	0	0	0
chr17	7050000	7099999	50139	2	0	2	0	0	0	6	10	6	4	0	0	0
chr17	7100000	7149999	50140	4	0	4	0	0	0	19	16	2	14	0	0	0
chr17	7150000	7199999	50141	5	4	1	2	0	2	15	37	10	27	5	0	5
chr17	7200000	7249999	50142	5	4	1	11	0	11	43	28	8	20	2	0	2
chr17	7250000	7299999	50143	13	0	13	47	0	47	157	570	27	543	72	2	70
chr17	7300000	7349999	50144	1	1	0	1	0	1	7	8	3	5	0	0	0
chr17	7350000	7399999	50145	0	0	0	0	0	0	13	12	3	9	2	0	2
chr17	7400000	7449999	50146	0	0	0	0	0	0	28	18	0	18	0	0	0
chr17	7450000	7499999	50147	2	0	2	7	0	7	37	87	5	82	8	1	7
chr17	7500000	7549999	50148	0	0	0	10	0	10	36	97	0	97	4	0	4
chr17	7550000	7599999	50149	6	1	5	15	1	14	65	230	25	205	18	3	15
chr17	7600000	7649999	50150	0	0	0	3	0	3	20	58	7	51	0	0	0
chr17	7650000	7699999	50151	2	2	0	3	2	1	13	35	9	26	0	0	0
chr17	7700000	7749999	50152	7	7	0	4	2	2	43	36	9	27	0	0	0
chr17	7750000	7799999	50153	2	2	0	0	0	0	20	27	5	22	2	0	2
chr17	7800000	7849999	50154	2	2	0	0	0	0	3	6	2	4	0	0	0
chr17	7850000	7899999	50155	0	0	0	3	1	2	22	60	3	57	2	0	2
chr17	7900000	7949999	50156	1	0	1	2	0	2	20	12	3	9	0	0	0
chr17	7950000	7999999	50157	2	1	1	2	0	2	18	20	5	15	0	0	0
chr17	8000000	8049999	50158	1	1	0	3	0	3	26	39	13	26	4	0	4
chr17	8050000	8099999	50159	0	0	0	1	0	1	23	30	13	17	1	0	1
chr17	8100000	8149999	50160	0	0	0	7	0	7	34	22	4	18	5	0	5
chr17	8150000	8199999	50161	1	0	1	0	0	0	17	7	4	3	0	0	0
chr17	8200000	8249999	50162	14	0	14	129	3	126	390	1468	63	1405	176	6	170
chr17	8250000	8299999	50163	0	0	0	4	0	4	42	29	10	19	2	0	2
chr17	8300000	8349999	50164	3	3	0	8	0	8	39	43	4	39	1	0	1
chr17	8350000	8399999	50165	2	0	2	1	0	1	19	17	1	16	1	0	1
chr17	8400000	8449999	50166	2	0	2	0	0	0	8	8	0	8	0	0	0
chr17	8450000	8499999	50167	4	0	4	4	0	4	21	25	0	25	2	0	2
chr17	8500000	8549999	50168	18	14	4	4	2	2	39	27	16	11	0	0	0
chr17	8550000	8599999	50169	22	11	11	4	4	0	20	35	15	20	0	0	0
chr17	8600000	8649999	50170	0	0	0	3	0	3	27	40	2	38	5	0	5
chr17	8650000	8699999	50171	2	0	2	5	2	3	47	77	4	73	3	0	3
chr17	8700000	8749999	50172	4	2	2	1	0	1	33	54	5	49	0	0	0
chr17	8750000	8799999	50173	0	0	0	2	2	0	15	15	10	5	3	2	1
chr17	8800000	8849999	50174	0	0	0	0	0	0	26	17	4	13	1	0	1
chr17	8850000	8899999	50175	2	0	2	7	3	4	55	55	3	52	8	0	8
chr17	8900000	8949999	50176	1	1	0	0	0	0	37	17	7	10	3	2	1
chr17	8950000	8999999	50177	0	0	0	0	0	0	9	9	4	5	0	0	0
chr17	9000000	9049999	50178	4	3	1	11	0	11	59	79	7	72	6	0	6
chr17	9050000	9099999	50179	1	0	1	3	0	3	37	20	2	18	0	0	0
chr17	9100000	9149999	50180	11	0	11	1	0	1	21	38	4	34	2	0	2
chr17	9150000	9199999	50181	2	0	2	1	1	0	36	29	5	24	10	4	6
chr17	9200000	9249999	50182	15	15	0	1	0	1	33	51	29	22	2	0	2
chr17	9250000	9299999	50183	3	2	1	6	0	6	38	39	10	29	2	0	2
chr17	9300000	9349999	50184	6	0	6	8	0	8	49	83	4	79	7	0	7
chr17	9350000	9399999	50185	7	2	5	2	2	0	6	24	4	20	4	0	4
chr17	9400000	9449999	50186	0	0	0	3	2	1	28	25	5	20	5	0	5
chr17	9450000	9499999	50187	2	0	2	14	2	12	75	150	15	135	27	3	24
chr17	9500000	9549999	50188	0	0	0	7	5	2	41	26	10	16	3	2	1
chr17	9550000	9599999	50189	0	0	0	0	0	0	18	15	3	12	2	0	2
chr17	9600000	9649999	50190	14	8	6	17	2	15	60	249	10	239	42	0	42
chr17	9650000	9699999	50191	2	0	2	14	0	14	77	79	25	54	13	5	8
chr17	9700000	9749999	50192	0	0	0	5	2	3	31	36	6	30	4	0	4
chr17	9750000	9799999	50193	1	1	0	22	2	20	68	86	22	64	8	2	6
chr17	9800000	9849999	50194	0	0	0	7	0	7	46	57	0	57	9	0	9
chr17	9850000	9899999	50195	8	8	0	9	0	9	37	77	8	69	10	0	10
chr17	9900000	9949999	50196	0	0	0	8	0	8	70	41	2	39	1	0	1
chr17	9950000	9999999	50197	8	5	3	24	5	19	168	252	52	200	23	4	19
chr17	10000000	10049999	50198	6	6	0	7	0	7	57	70	9	61	5	0	5
chr17	10050000	10099999	50199	4	3	1	9	0	9	46	97	6	91	9	3	6
chr17	10100000	10149999	50200	0	0	0	1	0	1	20	48	2	46	5	2	3
chr17	10150000	10199999	50201	0	0	0	3	0	3	39	22	0	22	3	0	3
chr17	10200000	10249999	50202	3	3	0	2	0	2	31	34	9	25	2	0	2
chr17	10250000	10299999	50203	0	0	0	6	0	6	41	39	6	33	2	0	2
chr17	10300000	10349999	50204	3	0	3	26	0	26	97	267	7	260	35	0	35
chr17	10350000	10399999	50205	3	3	0	4	0	4	20	45	5	40	2	0	2
chr17	10400000	10449999	50206	1	0	1	3	0	3	24	21	7	14	2	0	2
chr17	10450000	10499999	50207	2	0	2	4	4	0	26	36	18	18	6	4	2
chr17	10500000	10549999	50208	2	2	0	2	0	2	25	30	4	26	5	0	5
chr17	10550000	10599999	50209	1	0	1	1	0	1	19	17	6	11	4	4	0
chr17	10600000	10649999	50210	0	0	0	9	4	5	52	34	5	29	4	0	4
chr17	10650000	10699999	50211	2	0	2	3	0	3	14	11	3	8	0	0	0
chr17	10700000	10749999	50212	1	1	0	4	0	4	19	17	9	8	0	0	0
chr17	10750000	10799999	50213	14	10	4	8	0	8	52	151	11	140	8	1	7
chr17	10800000	10849999	50214	0	0	0	5	0	5	22	40	4	36	14	0	14
chr17	10850000	10899999	50215	11	6	5	27	0	27	102	304	13	291	44	0	44
chr17	10900000	10949999	50216	0	0	0	3	0	3	9	20	0	20	2	0	2
chr17	10950000	10999999	50217	0	0	0	0	0	0	12	7	1	6	0	0	0
chr17	11000000	11049999	50218	0	0	0	8	0	8	36	62	3	59	10	0	10
chr17	11050000	11099999	50219	0	0	0	6	0	6	31	48	2	46	6	0	6
chr17	11100000	11149999	50220	4	2	2	1	0	1	8	27	8	19	2	0	2
chr17	11150000	11199999	50221	8	6	2	13	0	13	49	140	8	132	5	0	5
chr17	11200000	11249999	50222	10	10	0	23	9	14	72	175	69	106	27	12	15
chr17	11250000	11299999	50223	5	5	0	3	0	3	19	29	14	15	2	0	2
chr17	11300000	11349999	50224	8	6	2	11	2	9	47	64	13	51	4	1	3
chr17	11350000	11399999	50225	4	4	0	11	8	3	48	32	21	11	3	3	0
chr17	11400000	11449999	50226	1	1	0	5	0	5	33	18	5	13	0	0	0
chr17	11450000	11499999	50227	1	0	1	1	0	1	3	9	2	7	1	0	1
chr17	11500000	11549999	50228	2	0	2	1	0	1	19	30	8	22	0	0	0
chr17	11550000	11599999	50229	0	0	0	0	0	0	8	26	4	22	4	2	2
chr17	11600000	11649999	50230	12	12	0	6	2	4	20	38	18	20	0	0	0
chr17	11650000	11699999	50231	4	2	2	3	0	3	15	30	9	21	2	1	1
chr17	11700000	11749999	50232	1	1	0	2	0	2	8	32	13	19	0	0	0
chr17	11750000	11799999	50233	0	0	0	4	0	4	8	8	2	6	0	0	0
chr17	11800000	11849999	50234	0	0	0	16	0	16	36	44	2	42	0	0	0
chr17	11850000	11899999	50235	0	0	0	4	2	2	33	15	5	10	0	0	0
chr17	11900000	11949999	50236	0	0	0	14	0	14	49	39	2	37	2	0	2
chr17	11950000	11999999	50237	4	2	2	14	4	10	45	46	8	38	2	0	2
chr17	12000000	12049999	50238	0	0	0	21	2	19	57	56	2	54	5	0	5
chr17	12050000	12099999	50239	1	1	0	11	0	11	28	39	1	38	6	0	6
chr17	12100000	12149999	50240	2	1	1	10	0	10	34	104	10	94	19	0	19
chr17	12150000	12199999	50241	12	0	12	2	0	2	18	61	6	55	7	0	7
chr17	12200000	12249999	50242	2	2	0	2	0	2	20	26	4	22	4	2	2
chr17	12250000	12299999	50243	2	2	0	3	0	3	14	26	5	21	1	0	1
chr17	12300000	12349999	50244	0	0	0	24	6	18	76	120	15	105	17	2	15
chr17	12350000	12399999	50245	0	0	0	0	0	0	6	17	7	10	0	0	0
chr17	12400000	12449999	50246	5	4	1	6	0	6	34	69	8	61	4	0	4
chr17	12450000	12499999	50247	4	0	4	13	7	6	26	27	9	18	2	2	0
chr17	12500000	12549999	50248	4	0	4	12	0	12	26	44	14	30	0	0	0
chr17	12550000	12599999	50249	10	2	8	13	0	13	53	62	10	52	2	0	2
chr17	12600000	12649999	50250	3	0	3	25	0	25	78	84	8	76	3	0	3
chr17	12650000	12699999	50251	4	0	4	4	0	4	33	29	4	25	2	0	2
chr17	12700000	12749999	50252	0	0	0	6	0	6	13	25	6	19	5	0	5
chr17	12750000	12799999	50253	2	2	0	4	0	4	27	62	3	59	4	1	3
chr17	12800000	12849999	50254	2	2	0	3	0	3	26	26	6	20	1	0	1
chr17	12850000	12899999	50255	5	0	5	10	2	8	39	93	27	66	2	0	2
chr17	12900000	12949999	50256	10	10	0	4	2	2	31	46	14	32	0	0	0
chr17	12950000	12999999	50257	0	0	0	4	2	2	16	9	2	7	3	0	3
chr17	13000000	13049999	50258	0	0	0	25	2	23	68	108	7	101	11	0	11
chr17	13050000	13099999	50259	1	1	0	1	0	1	31	29	6	23	0	0	0
chr17	13100000	13149999	50260	1	0	1	0	0	0	12	31	0	31	2	0	2
chr17	13150000	13199999	50261	9	7	2	16	0	16	78	189	9	180	25	1	24
chr17	13200000	13249999	50262	0	0	0	0	0	0	1	27	7	20	5	3	2
chr17	13250000	13299999	50263	2	0	2	2	0	2	8	9	0	9	0	0	0
chr17	13300000	13349999	50264	2	0	2	7	0	7	23	98	4	94	3	0	3
chr17	13350000	13399999	50265	4	0	4	9	0	9	20	52	4	48	4	2	2
chr17	13400000	13449999	50266	2	0	2	5	2	3	18	41	6	35	3	2	1
chr17	13450000	13499999	50267	1	0	1	17	4	13	65	83	10	73	9	1	8
chr17	13500000	13549999	50268	6	1	5	5	2	3	44	67	6	61	5	1	4
chr17	13550000	13599999	50269	1	0	1	5	3	2	27	41	7	34	3	0	3
chr17	13600000	13649999	50270	2	2	0	11	0	11	48	38	3	35	4	0	4
chr17	13650000	13699999	50271	4	4	0	6	2	4	35	60	9	51	3	1	2
chr17	13700000	13749999	50272	0	0	0	6	0	6	30	130	0	130	25	0	25
chr17	13750000	13799999	50273	2	2	0	0	0	0	16	22	2	20	1	0	1
chr17	13800000	13849999	50274	2	0	2	9	0	9	33	40	2	38	2	2	0
chr17	13850000	13899999	50275	1	0	1	8	0	8	56	35	2	33	5	2	3
chr17	13900000	13949999	50276	4	1	3	2	0	2	23	29	4	25	2	0	2
chr17	13950000	13999999	50277	0	0	0	1	1	0	37	7	1	6	0	0	0
chr17	14000000	14049999	50278	0	0	0	4	0	4	30	48	8	40	6	0	6
chr17	14050000	14099999	50279	0	0	0	1	1	0	31	19	2	17	1	0	1
chr17	14100000	14149999	50280	2	1	1	7	1	6	79	39	11	28	1	1	0
chr17	14150000	14199999	50281	2	1	1	5	1	4	43	68	34	34	4	2	2
chr17	14200000	14249999	50282	4	0	4	4	0	4	21	24	5	19	1	1	0
chr17	14250000	14299999	50283	1	0	1	8	0	8	32	187	0	187	8	0	8
chr17	14300000	14349999	50284	2	0	2	8	2	6	33	34	3	31	1	0	1
chr17	14350000	14399999	50285	5	5	0	10	0	10	49	109	8	101	7	0	7
chr17	14400000	14449999	50286	2	0	2	9	2	7	31	84	22	62	8	2	6
chr17	14450000	14499999	50287	2	0	2	0	0	0	10	28	4	24	2	0	2
chr17	14500000	14549999	50288	5	2	3	7	0	7	33	71	5	66	4	0	4
chr17	14550000	14599999	50289	8	1	7	6	1	5	28	105	6	99	9	1	8
chr17	14600000	14649999	50290	1	1	0	1	0	1	13	60	4	56	5	0	5
chr17	14650000	14699999	50291	1	0	1	1	0	1	14	43	0	43	3	0	3
chr17	14700000	14749999	50292	0	0	0	2	0	2	19	36	1	35	2	0	2
chr17	14750000	14799999	50293	1	0	1	2	0	2	20	37	6	31	6	2	4
chr17	14800000	14849999	50294	1	0	1	2	0	2	24	50	4	46	3	0	3
chr17	14850000	14899999	50295	0	0	0	7	2	5	25	25	5	20	1	0	1
chr17	14900000	14949999	50296	1	0	1	10	2	8	48	73	10	63	14	1	13
chr17	14950000	14999999	50297	3	0	3	6	2	4	18	33	6	27	4	0	4
chr17	15000000	15049999	50298	10	0	10	16	0	16	107	227	0	227	22	0	22
chr17	15050000	15099999	50299	11	0	11	21	1	20	116	285	10	275	24	0	24
chr17	15100000	15149999	50300	0	0	0	0	0	0	9	26	1	25	2	0	2
chr17	15150000	15199999	50301	0	0	0	13	6	7	67	127	90	37	14	13	1
chr17	15200000	15249999	50302	1	0	1	10	1	9	37	85	15	70	14	4	10
chr17	15250000	15299999	50303	0	0	0	7	1	6	26	34	5	29	2	0	2
chr17	15300000	15349999	50304	3	3	0	3	1	2	22	34	16	18	4	3	1
chr17	15350000	15399999	50305	5	4	1	9	2	7	41	59	13	46	5	0	5
chr17	15400000	15449999	50306	1	0	1	6	0	6	29	41	1	40	6	1	5
chr17	15450000	15499999	50307	5	0	5	19	2	17	82	209	4	205	18	1	17
chr17	15500000	15549999	50308	6	0	6	91	1	90	220	744	5	739	82	0	82
chr17	15550000	15599999	50309	0	0	0	22	1	21	189	263	24	239	28	6	22
chr17	15600000	15649999	50310	1	0	1	27	2	25	103	195	15	180	9	0	9
chr17	15650000	15699999	50311	3	0	3	7	1	6	120	56	15	41	10	2	8
chr17	15700000	15749999	50312	0	0	0	2	2	0	25	13	3	10	1	1	0
chr17	15750000	15799999	50313	0	0	0	0	0	0	47	14	7	7	0	0	0
chr17	15800000	15849999	50314	2	0	2	2	0	2	32	10	0	10	0	0	0
chr17	15850000	15899999	50315	7	7	0	3	0	3	37	20	12	8	0	0	0
chr17	15900000	15949999	50316	0	0	0	4	0	4	31	13	0	13	0	0	0
chr17	15950000	15999999	50317	0	0	0	12	8	4	32	29	12	17	2	2	0
chr17	16000000	16049999	50318	0	0	0	2	0	2	20	14	3	11	0	0	0
chr17	16050000	16099999	50319	0	0	0	7	3	4	38	28	5	23	0	0	0
chr17	16100000	16149999	50320	0	0	0	1	0	1	33	9	0	9	0	0	0
chr17	16150000	16199999	50321	0	0	0	4	2	2	36	21	6	15	0	0	0
chr17	16200000	16249999	50322	0	0	0	0	0	0	14	7	4	3	0	0	0
chr17	16250000	16299999	50323	1	0	1	12	7	5	49	55	13	42	3	0	3
chr17	16300000	16349999	50324	2	0	2	6	0	6	38	50	7	43	6	1	5
chr17	16350000	16399999	50325	7	2	5	20	2	18	48	73	9	64	3	0	3
chr17	16400000	16449999	50326	9	5	4	40	8	32	130	293	22	271	32	0	32
chr17	16450000	16499999	50327	1	0	1	0	0	0	14	21	12	9	3	2	1
chr17	16500000	16549999	50328	0	0	0	3	2	1	34	16	6	10	0	0	0
chr17	16550000	16599999	50329	2	0	2	17	9	8	96	101	34	67	14	4	10
chr17	16600000	16649999	50330	0	0	0	2	1	1	62	17	6	11	2	0	2
chr17	16650000	16699999	50331	7	4	3	48	4	44	589	308	43	265	35	3	32
chr17	16700000	16749999	50332	33	7	26	149	23	126	964	1722	433	1289	217	69	148
chr17	16750000	16799999	50333	6	0	6	13	2	11	171	86	17	69	4	1	3
chr17	16800000	16849999	50334	26	2	24	35	3	32	110	292	40	252	33	7	26
chr17	16850000	16899999	50335	9	4	5	3	2	1	39	47	6	41	3	0	3
chr17	16900000	16949999	50336	0	0	0	8	4	4	38	27	6	21	1	0	1
chr17	16950000	16999999	50337	5	3	2	4	4	0	13	21	15	6	2	2	0
chr17	17000000	17049999	50338	10	3	7	0	0	0	11	25	5	20	2	2	0
chr17	17050000	17099999	50339	10	0	10	12	10	2	27	31	14	17	0	0	0
chr17	17100000	17149999	50340	6	2	4	7	1	6	37	152	107	45	13	11	2
chr17	17150000	17199999	50341	0	0	0	9	9	0	24	17	11	6	0	0	0
chr17	17200000	17249999	50342	7	0	7	9	0	9	39	81	2	79	12	0	12
chr17	17250000	17299999	50343	7	0	7	0	0	0	33	37	3	34	4	2	2
chr17	17300000	17349999	50344	4	0	4	0	0	0	20	39	12	27	8	2	6
chr17	17350000	17399999	50345	2	0	2	2	0	2	9	22	8	14	0	0	0
chr17	17400000	17449999	50346	8	0	8	9	0	9	52	92	2	90	4	0	4
chr17	17450000	17499999	50347	9	0	9	16	2	14	99	175	34	141	16	4	12
chr17	17500000	17549999	50348	2	2	0	9	6	3	31	38	13	25	4	4	0
chr17	17550000	17599999	50349	3	3	0	9	6	3	33	30	12	18	0	0	0
chr17	17600000	17649999	50350	7	2	5	11	3	8	71	179	53	126	16	3	13
chr17	17650000	17699999	50351	0	0	0	5	5	0	35	25	8	17	0	0	0
chr17	17700000	17749999	50352	0	0	0	6	6	0	46	14	10	4	0	0	0
chr17	17750000	17799999	50353	0	0	0	6	4	2	50	29	15	14	0	0	0
chr17	17800000	17849999	50354	1	1	0	4	0	4	33	9	3	6	0	0	0
chr17	17850000	17899999	50355	0	0	0	2	0	2	37	24	15	9	0	0	0
chr17	17900000	17949999	50356	1	1	0	2	2	0	44	8	3	5	0	0	0
chr17	17950000	17999999	50357	3	2	1	0	0	0	28	15	4	11	0	0	0
chr17	18000000	18049999	50358	6	0	6	9	9	0	35	55	25	30	4	0	4
chr17	18050000	18099999	50359	7	0	7	8	4	4	46	43	16	27	4	0	4
chr17	18100000	18149999	50360	0	0	0	7	6	1	30	21	9	12	0	0	0
chr17	18150000	18199999	50361	0	0	0	6	4	2	40	24	20	4	0	0	0
chr17	18200000	18249999	50362	0	0	0	4	2	2	33	24	7	17	3	0	3
chr17	18250000	18299999	50363	3	1	2	19	12	7	494	140	92	48	17	12	5
chr17	18300000	18349999	50364	0	0	0	14	6	8	698	89	56	33	7	4	3
chr17	18350000	18399999	50365	87	16	71	430	51	379	1713	4661	610	4051	618	100	518
chr17	18400000	18449999	50366	19	5	14	101	21	80	418	1099	271	828	145	40	105
chr17	18450000	18499999	50367	68	5	63	368	35	333	1373	3932	321	3611	496	51	445
chr17	18500000	18549999	50368	2	0	2	5	3	2	157	34	12	22	4	3	1
chr17	18550000	18599999	50369	2	0	2	10	5	5	79	31	9	22	1	0	1
chr17	18600000	18649999	50370	0	0	0	8	4	4	80	44	31	13	4	3	1
chr17	18650000	18699999	50371	0	0	0	3	2	1	50	21	11	10	2	2	0
chr17	18700000	18749999	50372	0	0	0	0	0	0	9	13	7	6	4	4	0
chr17	18750000	18799999	50373	0	0	0	4	4	0	22	13	11	2	0	0	0
chr17	18800000	18849999	50374	0	0	0	6	2	4	34	65	5	60	7	0	7
chr17	18850000	18899999	50375	6	0	6	7	4	3	133	53	32	21	4	4	0
chr17	18900000	18949999	50376	9	2	7	20	7	13	241	113	39	74	11	4	7
chr17	18950000	18999999	50377	15	3	12	69	17	52	221	656	120	536	79	15	64
chr17	19000000	19049999	50378	9	3	6	29	10	19	97	400	106	294	41	12	29
chr17	19050000	19099999	50379	16	2	14	54	8	46	184	395	64	331	54	6	48
chr17	19100000	19149999	50380	7	3	4	39	14	25	191	217	70	147	19	7	12
chr17	19150000	19199999	50381	4	4	0	8	5	3	49	34	23	11	0	0	0
chr17	19200000	19249999	50382	0	0	0	4	2	2	40	19	13	6	0	0	0
chr17	19250000	19299999	50383	2	0	2	10	7	3	57	28	17	11	0	0	0
chr17	19300000	19349999	50384	0	0	0	1	1	0	10	25	15	10	2	0	2
chr17	19350000	19399999	50385	0	0	0	4	0	4	34	22	5	17	4	0	4
chr17	19400000	19449999	50386	0	0	0	6	6	0	31	20	13	7	1	0	1
chr17	19450000	19499999	50387	2	2	0	19	0	19	172	125	20	105	9	1	8
chr17	19500000	19549999	50388	5	2	3	28	1	27	155	229	26	203	16	3	13
chr17	19550000	19599999	50389	0	0	0	7	4	3	26	44	12	32	2	0	2
chr17	19600000	19649999	50390	12	1	11	6	4	2	23	120	9	111	9	0	9
chr17	19650000	19699999	50391	5	5	0	4	4	0	23	42	16	26	6	0	6
chr17	19700000	19749999	50392	0	0	0	3	2	1	37	11	4	7	0	0	0
chr17	19750000	19799999	50393	3	1	2	9	7	2	41	31	15	16	4	2	2
chr17	19800000	19849999	50394	2	2	0	4	2	2	22	25	20	5	0	0	0
chr17	19850000	19899999	50395	0	0	0	5	5	0	27	14	11	3	2	2	0
chr17	19900000	19949999	50396	0	0	0	14	12	2	29	48	30	18	5	0	5
chr17	19950000	19999999	50397	3	1	2	10	5	5	42	63	11	52	9	0	9
chr17	20000000	20049999	50398	1	1	0	4	2	2	29	33	14	19	5	0	5
chr17	20050000	20099999	50399	0	0	0	16	14	2	74	47	36	11	4	4	0
chr17	20100000	20149999	50400	1	1	0	5	3	2	26	45	10	35	3	0	3
chr17	20150000	20199999	50401	0	0	0	7	6	1	25	23	17	6	2	2	0
chr17	20200000	20249999	50402	0	0	0	9	8	1	59	51	31	20	5	0	5
chr17	20250000	20299999	50403	0	0	0	11	8	3	78	50	28	22	6	4	2
chr17	20300000	20349999	50404	1	0	1	4	4	0	100	51	26	25	8	5	3
chr17	20350000	20399999	50405	2	0	2	7	3	4	157	118	40	78	16	6	10
chr17	20400000	20449999	50406	5	0	5	76	4	72	157	743	72	671	93	11	82
chr17	20450000	20499999	50407	0	0	0	18	16	2	61	50	45	5	4	4	0
chr17	20500000	20549999	50408	1	1	0	0	0	0	13	16	11	5	4	2	2
chr17	20550000	20599999	50409	0	0	0	5	5	0	25	23	16	7	2	2	0
chr17	20600000	20649999	50410	0	0	0	16	16	0	63	45	29	16	4	2	2
chr17	20650000	20699999	50411	0	0	0	4	4	0	35	30	7	23	8	0	8
chr17	20700000	20749999	50412	1	0	1	8	6	2	44	41	13	28	5	1	4
chr17	20750000	20799999	50413	2	0	2	5	2	3	46	58	14	44	7	1	6
chr17	20800000	20849999	50414	0	0	0	6	5	1	29	21	13	8	0	0	0
chr17	20850000	20899999	50415	1	0	1	11	10	1	47	46	30	16	2	0	2
chr17	20900000	20949999	50416	4	0	4	36	15	21	89	252	41	211	40	1	39
chr17	20950000	20999999	50417	1	0	1	0	0	0	9	18	3	15	2	0	2
chr17	21000000	21049999	50418	0	0	0	5	5	0	41	9	9	0	0	0	0
chr17	21050000	21099999	50419	0	0	0	1	1	0	26	7	1	6	2	0	2
chr17	21100000	21149999	50420	8	1	7	11	0	11	46	108	17	91	8	0	8
chr17	21150000	21199999	50421	4	0	4	17	12	5	102	82	37	45	4	2	2
chr17	21200000	21249999	50422	5	0	5	14	2	12	44	63	9	54	7	1	6
chr17	21250000	21299999	50423	0	0	0	13	10	3	55	48	19	29	3	0	3
chr17	21300000	21349999	50424	1	0	1	11	8	3	271	93	43	50	11	5	6
chr17	21350000	21399999	50425	8	0	8	2	0	2	28	32	7	25	3	0	3
chr17	21400000	21449999	50426	0	0	0	4	2	2	23	13	3	10	0	0	0
chr17	21450000	21499999	50427	0	0	0	4	4	0	52	17	10	7	1	1	0
chr17	21500000	21549999	50428	0	0	0	6	5	1	60	45	25	20	8	3	5
chr17	21550000	21599999	50429	0	0	0	0	0	0	13	0	0	0	0	0	0
chr17	21600000	21649999	50430	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	21650000	21699999	50431	0	0	0	3	3	0	7	7	7	0	0	0	0
chr17	21700000	21749999	50432	1	0	1	8	1	7	20	64	8	56	9	2	7
chr17	21750000	21799999	50433	1	0	1	4	2	2	11	41	3	38	6	0	6
chr17	21800000	21849999	50434	2	0	2	22	0	22	48	252	1	251	23	0	23
chr17	21850000	21899999	50435	1	0	1	2	2	0	9	27	6	21	2	0	2
chr17	21900000	21949999	50436	2	0	2	8	2	6	18	36	6	30	5	2	3
chr17	21950000	21999999	50437	0	0	0	6	5	1	20	16	8	8	4	2	2
chr17	22000000	22049999	50438	4	0	4	10	2	8	18	63	7	56	6	1	5
chr17	22050000	22099999	50439	2	0	2	7	4	3	14	41	9	32	12	3	9
chr17	22100000	22149999	50440	1	0	1	3	1	2	18	44	6	38	5	1	4
chr17	22150000	22199999	50441	4	0	4	3	2	1	15	70	15	55	16	5	11
chr17	22200000	22249999	50442	4	1	3	11	7	4	52	53	30	23	7	5	2
chr17	22250000	22299999	50443	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	22300000	22349999	50444	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	22350000	22399999	50445	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	22400000	22449999	50446	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	22450000	22499999	50447	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	22500000	22549999	50448	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	22550000	22599999	50449	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	22600000	22649999	50450	0	0	0	0	0	0	0	0	0	0	0	0	0
